SAMPLE ID,REFERENCES,TECTONIC SETTING,Location,LATITUDE,LONGITUDE,MIN ELEVATION,MAX ELEVATION,ROCK NAME,MIN AGE,AGE,MAX AGE,ANALYZED MATERIAL,ROCK TYPE,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O,HE,CO2,F,CL,S,LI,BE,B,SC,TI,V,CR,MN,CO,NI,CU,ZN,GA,GE,AS,SE,BR,RB,SR,Y,ZR,NB,MO,RU,PD,AG,CD,INDIUM,SN,SB,TE,I,CS,BA,LA,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,HF,TA,W,RE,OS,IR,PT,AU,TL,PB,BI,TH,U,iso143Nd144Nd,iso87Sr86Sr,iso206Pb204Pb,iso207Pb204Pb,iso208Pb204Pb,iso176Hf177Hf,HE3_HE4,HE4_HE3,HE3_HE4_R_RA,IGSN,EXPEDITION ID,LOC PREC,METHOD,SI,MN,NI,CO,CU,CD,ZN,AS,AG,S,AL,CA,MG,PB207_PB206,PB208_PB206,HF176_HF177_INI,RE187_OS188,OS187_OS188,OS187_OS188_INI,OS187_OS186,OS186_OS188,OS184_OS188,HF176_HF177_INI,ND143_ND144_INI,PB206_PB204_INI,PB207_PB204_INI,PB208_PB204_INI,SR87_SR86_INI,HE3,HE4,AL,CA,K,MG,N,NA,P,PA,SI,TI,AS,AS,GER,INDIUM
MELWEST-10-065-009,"PRINZHOFER, 1989",SPREADING_CENTER,MORB-Pacific,12.78,-103.935,-2670,-2670,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.62,1.32,16.13,,,,,8.61,,0.17,8.49,11.93,2.29,0.08,,,,,,,,,4.96,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,10.8,2.72,8.95,,8.9,2.95,1.16,4.56,,,,3.24,,2.95,,,,,,,,,,,,,,,0.513098,0.702609,18.427,15.502,37.9,,,,,,CYA1982,0.001,EMP; IMP; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POL0059-216-010,"CASTILLO, 2000; CHRISTIE, 1986; COTTRELL, 2013; DIXON, 2017; GALE, 2013; LANGMUIR, 1999; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,12.78,-103.935,-2622.5,-2623,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,48.6,1.32,16.9,,9.6,9.6,8.06,8.6,,0.16,8.39,11.4,2.84,0.18,0.17,,0.26,,,,,,5.55,0.92,,36.5,,245,318,,41.6,110.9,78.9,67,16.45,,,,,1.511,185.258,28.714,107.896,4.354,,,,,,,,,,,0.01984,17.344,4.793,13.143,2.029,10.259,3.038,1.223,4.03248,0.743,4.702,1.017,2.91898,0.45,2.723,0.416,2.529,0.275,,,,,,,,0.665,,0.252,0.087,0.513125,0.702598,18.3077,15.4758,37.8021,0.283198,,,,,NHOCHEP,0.001,DCP; EA; EMP; ICPMS; MC-ICP-MS; SP-PH; TIMS,,,110.9,41.6,78.9,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
END0061-004-001G,"BEN OTHMAN, 1990; HEKINIAN, 1989; PRINZHOFER, 1989",SPREADING_CENTER,MORB-Pacific,12.79,-103.937,-2670,-2670,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,48.9,1.18,16.7,,,,,7.98,,0.19,9.03,12.18,2.67,0.07,0.12,,,,,,,,5.21,,,,,255,351,,44,145,75,68,,,,,,0.95,144,30,92,3,,,,,,,,,,,,10.5,3.34,9.4,,8.31,2.82,1.24,,0.6,,,,,2.89,0.17,,,,,,,,,,,,0.1256,0.0511,0.51313,0.702525,18.2,15.46,37.663,,,,,,CYA1982,0.001,EMP; IMP; INAA; MS; MS-ID; XRF,,,145,44,75,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-074-002,"BEN OTHMAN, 1990; CHAUSSIDON, 1994; HEKINIAN, 1989; PRINZHOFER, 1989",SPREADING_CENTER,MORB-Pacific,12.79,-103.937,-2670,-2670,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.21,1.13,15.98,,,,,8.59,,0.11,8.99,12.33,2.46,0.08,0.12,,,,,,,,5.25,,1.3,,,253,312,,44,108,77,68,,,,,,0.45,135,32,95,3,,,,,,,,,,,,5.19,3.01,9.44,,8.84,3.11,1.19,4.59,,,,3.15,,2.95,,,,,,,,,,,,,0.106,0.0485,0.513107,0.702557,18.431,15.496,37.88,,,,,,CYA1982,0.001,EMP; IMP; MS; MS-ID; XRF,,,108,44,77,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DY0115-021-004,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999",SPREADING_CENTER,MORB-Pacific,12.81,-103.878,-2725,-2725,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50,1.54,14.8,,11.1,11.1,,10.3,,0.19,7.22,11.3,2.93,0.2,0.17,,,,,,,,6.39,0.89,,41.2,,309,109,,40.8,54.2,78.3,81.8,17.22,,,,,1.892,160.874,34.351,115.609,5.504,,,,,,,,,,,0.028,23.585,5.229,14.368,2.256,11.556,3.745,1.405,4.61838,0.86,5.517,1.195,3.42254,,3.254,0.488,2.878,0.33,,,,,,,,,,0.303,0.11,0.513138,0.70255,18.414,15.508,37.928,,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MS,,,54.2,40.8,78.3,,81.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELPROT-5-042-001,"GALE, 2013; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,12.81,-103.878,-2725,-2725,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.37,1.58,14.63,,,,,10.15,,0.2,7.64,11.66,2.99,0.2,0.21,,,,,,,,6.32,0.76,,47.78,9247,308,103,1891,41.29,53.93,77.56,80.81,17.23,,,,,2.01,162,34.65,118,5.4,,,,,,,,,,,,22.09,5.04,14.09,2.28,11.74,3.7,1.32,5.02,0.86,5.64,1.19,3.37,,3.23,0.51,2.85,0.33,,,,,,,,0.61,,0.31,0.11,0.513137,0.702776,18.4146,15.4964,37.9197,0.283185,,,,,NHOCHEP,0.001,EMP; ICPMS; MC-ICP-MS; TIMS,,1891,53.93,41.29,77.56,,80.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,9247,,,,
AGU0053-003-003,"CASTILLO, 2000; CHRISTIE, 1986; COTTRELL, 2013; DIXON, 2017; GALE, 2013; HAHM, 2009; LANGMUIR, 1999; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,12.82,-103.9,-2764,-2764,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.3,1.25,15.54,,9.92,9.92,8.53,9.14,,0.17,8.73,12.15,2.53,0.07,0.12,,0.24,,,,,,5.32,0.55,,39,,258,353,,40.7,108.7,77.2,76.2,16.21,,,,,0.45,129.099,28.365,85.456,1.679,,,,,,,,,,,0.005,5.17,2.663,8.776,1.522,8.347,2.833,1.089,3.79812,0.711,4.711,1.025,2.97275,0.406,2.785,0.426,2.184,0.122,,,,,,,,0.422,,0.094,0.036,0.513111,0.702517,18.446,15.4931,37.882,0.283168,,,8.2,,NHOCHEP,0.01,DCP; EA; EMP; ICPMS; MC-ICP-MS; SP-PH; TIMS; Unknown,,,108.7,40.7,77.2,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRHYAM-002,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; LE ROUX, 2006",SPREADING_CENTER,MORB-Pacific,12.85,-103.888,-2640,-2640,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,48.85,1.33,16.7,,9.73,9.73,,8.88,,0.16,8.51,11.65,2.85,0.16,0.15,,0.23,,286,235,42,1043,5.63,0.86,,39,8951,252,322,,41.6,107.5,80.3,69,16.69,,,,,1.332,172.731,29.367,104.28,3.887,,,,,,,,,,,0.01609,15.351,4.48,12.437,1.985,10.103,3.037,1.214,4.12827,0.739,4.722,1.024,2.98412,,2.754,0.422,2.498,0.255,,,,,,,,0.582,,0.223,0.076,0.513138,0.70257,18.419,15.506,37.911,,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; IMP; MS,,,107.5,41.6,80.3,,69,,,1043,,,,,,,,,,,,,,,,,,,,,,,1384,,,,667,,,8951,,,,
DY0115-021-005-001,"BEN OTHMAN, 1990; DERUELLE, 1992; GANNOUN, 2007; JAMBON, 1995; PRINZHOFER, 1989",SPREADING_CENTER,MORB-Pacific,12.86,-103.963,-2650,-2650,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.75,1.91,15.59,,,,,9.78,,0.12,7.25,11.51,3.17,0.21,,,0.31,,,,130,1233,4.02,,1.65,,,,,,,77.5,,,,,,,0.3,2.58,166,,,,,,,,,,,,,0.0081,,29.7,6.51,18.3,,14,4.42,1.74,,,,,4.19,,3.88,,,,,847000,5990,,,,,,,0.347,0.138,0.513111,0.702601,18.39,15.487,37.844,,,,,,CYA1982,0.001,EMP; IMP; INAA; MANO; MS; MS-ID,,,77.5,,,,,,,1233,,,,,,,676,0.1409,,,,,,,,,,,,,,,1485,,,,,,,,,,,
EWI9309-017-001,"HEKINIAN, 1989; PRINZHOFER, 1989",SPREADING_CENTER,MORB-Pacific,12.87,-103.957,-2650,-2650,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.75,1.32,15.93,,,,,8.71,,0.21,8.64,12.04,2.72,0.09,0.13,,,,,,,,5.43,,,,,258,309,,44,116,71,69,,,,,,0.8,132,33,98,3,,,,,,,,,,,,11.3,1.93,7.77,,9.24,3.11,1.25,4.75,,,,3.33,,3.08,,,,,,,,,,,,,,,0.513118,0.702875,18.271,15.484,37.753,,,,,,CYA1982,0.001,EMP; IMP; MS; XRF,,,116,44,71,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRHYAM-003-003,"CASTILLO, 2000; CHRISTIE, 1986; DIXON, 2017; GALE, 2013; LANGMUIR, 1999; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,12.89,-103.97,-2700,-2700,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.3,1.71,14.6,,11.5,11.5,9.39,10.61,,0.2,7.23,11.5,2.8,0.16,0.18,,0.2,,,,,,6.48,0.84,,42.8,,327,234,,40.2,64.3,116.5,89,17.57,,,,,1.512,130.966,38.434,123.844,4.5,,,,,,,,,,,0.022,18.554,5.021,14.392,2.364,12.223,4.126,1.473,5.11407,0.964,6.226,1.351,3.99227,,3.749,0.574,3.175,0.282,,,,,,,,,,0.261,0.097,0.513124,0.702554,18.3945,15.4901,37.8854,0.283184,,,,,NHOCHEP,0.001,DCP; EA; EMP; ICPMS; MC-ICP-MS; SP-PH; TIMS,,,64.3,40.2,116.5,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0034-005,"CASTILLO, 2000; LANGMUIR, 1999",SPREADING_CENTER,MORB-Pacific,12.89,-103.97,-2700,-2700,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.12,1.46,14.5,,11.64,11.64,,10.44,,0.55,7.5,11.65,2.73,0.14,0.17,,,,,,,,,,,42.7,,320,250,,,93,83,83,,,,,,,153,36.5,116,,,,,,,,,,,,,40,,,,12.71,3.95,1.4,5.27,,6.25,,3.84,,3.61,,,,,,,,,,,,,,,0.513152,0.70254,18.436,15.532,38.023,,,,,,NHOCHEP,0.001,DCP; EMP; MS; MS-ID,,,93,,83,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0057-007-005,"GALE, 2013; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,12.91,-103.987,-2645,-2645,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.85,1.44,14.85,,,,,10.05,,0.142,8.18,12.43,2.49,0.078,0.118,,,,,,,,6.39,0.47,,48.59,8164,311,312,1849,42.55,72.57,83.53,80.06,16.43,,,,,0.61,110,33.86,90,2.1,,,,,,,,,,,,7.14,2.83,9.13,1.63,9.11,3.16,1.13,4.59,0.81,5.44,1.18,3.35,,3.26,0.51,2.37,0.15,,,,,,,,0.42,,0.13,0.05,0.513155,0.702689,18.3297,15.4814,37.7992,0.283191,,,,,NHOCHEP,0.001,EMP; ICPMS; MC-ICP-MS; TIMS,,1849,72.57,42.55,83.53,,80.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,8164,,,,
POL0059-318-098-B,"PRINZHOFER, 1989",SPREADING_CENTER,MORB-Pacific,13.00,-104,,,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.47,1.4,14.78,,,,,9.169,,0.17,7.786,11.41,2.89,0.37,,,,,,,,,5.21,,,,,,,,,,,,,,,,,1.12,101,,,,,,,,,,,,,,,13.8,3.96,12.4,,10.3,3.43,1.31,,,5.68,,3.42,,3.18,,,,,,,,,,,,,,,0.513159,0.702691,18.297,15.477,37.774,,,,,,nr,1,EMP; IMP; MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIMNAUT-PL11-002,"MELSON, 2003; NIU, 1997; NIU, 2002; ZHANG, 2016",SEAMOUNT,MORB-Pacific,13.07,-103.453,-2525,-2540,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.13,1.4,15.58,,,,,9.27,,0.16,7.75,12.32,2.74,0.12,0.16,,,,,,,,4.56,0.43,,37,,212,267,,37.7,73.9,68,59.6,14.4,,,,,1.24,125,23.8,78.4,3.085,,,,,,,,,,,0.017,16.48,3.44,10.24,1.66,8.44,2.71,1.05,3.53,0.61,4.03,0.88,2.55,0.38,2.44,0.36,2.014,0.186,,,,,,,,0.48,,0.207,0.072,0.513143,0.702551,18.34,15.485,37.841,0.283209,,,,,WASRAI2,0.001,EMP; ICPMS; MC-ICP-MS; MS,,,73.9,37.7,68,,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLY0102-012-017,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.11,-104,-2610,-2610,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.31,1.62,14.71,,11.73,11.73,,,,0.19,7.38,11.51,2.9,0.11,0.16,,,,,,,,7,0.73,,44.9,,335,165,,41.9,60,134.1,111.7,17.85,,,,,1.006,118.07,36.802,109.06,2.879,,,,,,,,,,,0.018,11.569,3.613,11.457,1.971,10.574,3.612,1.345,4.95225,0.924,6.044,1.325,3.83717,,3.634,0.559,2.801,0.2,,,,,,,,0.52,,0.17,0.059,0.513138,0.702487,18.3071,15.4701,37.7529,0.283188,,,,,NHOCHEP,0.001,DCP; ICPMS; MC-ICP-MS; TIMS,,,60,41.9,134.1,,111.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AII0093-6-010-103,"MELSON, 2003; NIU, 1997; NIU, 2002; ZHANG, 2016",SEAMOUNT,MORB-Pacific,13.21,-103.675,-2350,-2350,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.26,1.34,15.81,,,,,9.18,,0.17,7.64,12,2.7,0.11,0.14,,,,,,,,4.36,0.43,,33.7,,207,665,,52.7,632,81.2,68.4,15,,,,,0.98,126,22.3,71.4,2.475,,,,,,,,,,,0.011,11.85,2.75,8.46,1.4,7.24,2.45,0.96,3.22,0.58,3.79,0.83,2.41,0.35,2.29,0.33,1.756,0.15,,,,,,,,0.469,,0.136,0.052,0.513143,0.70253,18.351,15.495,37.818,0.283178,,,,,WASRAI2,0.001,EMP; ICPMS; MC-ICP-MS; MS,,,632,52.7,81.2,,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRHYAM-001-005,"CASTILLO, 2000; DIXON, 2017; GALE, 2013; LANGMUIR, 1999",SPREADING_CENTER,MORB-Pacific,13.36,-104.078,-2605,-2605,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.07,1.7,14.59,,11.44,11.44,,10,,0.19,7.12,11.4,2.91,0.23,0.18,,0.21,,,,,,7.7,0.96,,40.8,,338,144,,40.7,53,80.2,90,18.4,,,,,2.666,149.787,38.965,124.05,6.22,,,,,,,,,,,0.0308,32.076,5.731,15.31,2.495,12.769,4.064,1.459,5.35866,0.964,6.258,1.371,4.03467,,3.727,0.565,3.064,0.382,,,,,,,,0.77,,0.386,0.125,0.513116,0.70261,18.421,15.494,37.903,,,,,,NHOCHEP,0.001,DCP; EA; EMP; ICPMS; MS,,,53,40.7,80.2,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-098-003,"DIXON, 2017; GALE, 2013; MALLICK, 2019; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.36,-104.078,-2605,-2605,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,51.01,2.11,14.15,,,,,11.6,,0.204,6.49,10.69,3.19,0.314,0.201,,0.3,,,,,,8.4,0.84,,46.81,11948,378,54,2148,41.13,40.07,69.02,98.36,19.18,,,,,3.23,148,46.41,151,7.32,,,,,,,,,,,,38.5,6.63,18.2,2.95,15.27,4.8,1.6,6.5,1.13,7.41,1.59,4.52,,4.4,0.7,3.81,0.45,,,,,,,,0.8,,0.46,0.16,0.513125,0.703047,18.4523,15.4984,37.9367,0.283173,,,,,NHOCHEP,0.001,EA; EMP; ICPMS; MC-ICP-MS; TIMS,,2148,40.07,41.13,69.02,,98.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,11948,,,,
NHOCHEP-009-002,"CASTILLO, 2000; DIXON, 2017; GALE, 2013; LANGMUIR, 1999; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.44,-104.1,-2620,-2620,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.2,1.72,14.7,,12,12,,11.11,,0.2,7.02,11.07,2.84,0.15,0.17,,0.19,,,,,,7.37,0.85,,44.6,,353,130,,42.3,49.1,74,88.1,18.3,,,,,1.369,124.474,39.957,127.386,4.098,,,,,,,,,,,0.016,15.342,4.546,13.72,2.296,12.205,4.059,1.469,5.34936,1,6.629,1.425,4.20631,,3.949,0.589,3.144,0.262,,,,,,,,0.579,,0.233,0.082,0.513125,0.70253,18.555,15.522,37.988,0.283187,,,,,NHOCHEP,0.001,DCP; EA; EMP; ICPMS; MC-ICP-MS; MS,,,49.1,42.3,74,,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUF0107-048,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.58,-104.133,-2640,-2640,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.5,1.88,14.4,,12.53,12.53,,11.55,,0.2,6.66,10.8,2.81,0.16,0.2,,,,,,,,7.99,0.89,,44.5,,368,76,,41.6,40.5,154.2,129.2,18.88,,,,,1.423,118.924,43.375,137.94,4.197,,,,,,,,,,,0.018,15.7,4.752,14.691,2.464,13.263,4.42,1.578,5.82459,1.1,7.183,1.568,4.56821,,4.352,0.649,3.402,0.276,,,,,,,,0.567,,0.242,0.085,0.513138,0.70257,18.378,15.493,37.854,0.283187,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MC-ICP-MS; MS,,,40.5,41.6,154.2,,129.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHOCHEP-030-001,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.58,-104.133,-2640,-2640,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.1,2.02,15,,11.5,11.5,,10.5,,0.19,6.76,11,3.24,0.35,0.26,,,,,,,,8.03,1.37,,40.8,,344,224,,37.9,56.4,71.6,85,19.85,,,,,4.748,182.179,44.186,168.645,10.404,,,,,,,,,,,0.05463,55.07,8.837,22.869,3.471,17.254,4.949,1.785,6.15939,1.108,7.014,1.52,4.35728,,4.141,0.615,3.942,0.612,,,,,,,,0.939,,0.665,0.206,0.513096,0.70259,18.59,15.531,38.101,0.283145,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MC-ICP-MS; MS,,,56.4,37.9,71.6,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-147-006,"CASTILLO, 2000; COTTRELL, 2011; GALE, 2013; HAHM, 2009; KELLEY, 2009; LANGMUIR, 1999; LE ROUX, 2006; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.65,-104.171,-2710,-2710,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50,1.81,15,,11.4,11.4,8.43,10.42,,0.19,7.15,11,2.95,0.3,0.21,,0.34,,170,338,163,1309,6.65,0.99,,44.8,11873,327,240,,40.1,75.4,82.3,94.6,18.24,,,,,3.924,171.89,40.35,132.483,8.778,,,,,,,,,,,0.049,47.786,7.246,18.395,2.817,13.707,4.214,1.527,5.22288,0.989,6.254,1.372,3.94781,,3.701,0.565,3.454,0.528,,,,,,,,0.751,,0.555,0.179,0.513098,0.70263,18.471,15.498,37.943,0.28316,,,7.81,,NHOCHEP,0.001,DCP; EMP; FTIR; ICPMS; IMP; MC-ICP-MS; SIMS; Unknown; WET,,,75.4,40.1,82.3,,94.6,,,1309,,,,,,,,,,,,,,,,,,,,,,,2537,,,,980,,,11873,,,,
DY0115-021-005-029-006,"CASTILLO, 2000; COTTRELL, 2011; COTTRELL, 2013; GALE, 2013; LANGMUIR, 1999; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.75,-104.156,-2660,-2660,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.4,2.06,14.37,,12.37,12.37,9.6,11.16,,0.22,6.32,10.84,3.39,0.26,0.2,,0.44,,,,,,8.14,1.13,,42.9,,366,81,,40.6,43.6,85.3,94,19.31,,,,,3.232,158.327,43.75,151.754,7.439,,,,,,,,,,,0.03684,38.201,6.972,18.904,3.018,15.516,4.929,1.69,6.11196,1.099,7.234,1.55,4.52995,0.611,4.257,0.634,3.739,0.46,,,,,,,,0.917,,0.485,0.151,0.513155,0.70261,18.407,15.49,37.888,0.283173,,,,,NHOCHEP,0.001,DCP; EMP; FTIR; ICPMS; MC-ICP-MS; MS; WET,,,43.6,40.6,85.3,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELWEST-10-115-003,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.75,-104.156,-2660,-2660,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.97,1.98,14.52,,12.21,,,10.98,,0.2,6.56,10.74,3.2,0.27,0.22,,,,,,,,8.39,1.15,,40.7,,371,80,,40.3,44.2,75.6,94,19.51,,,,,3.225,161.228,44.021,153.898,7.506,,,,,,,,,,,0.03803,38.285,7.021,18.945,3.022,15.654,4.891,1.707,6.09522,1.106,7.198,1.554,4.57028,,4.198,0.641,3.746,0.464,,,,,,,,0.835,,0.486,0.15,0.513121,0.70256,18.467,15.491,37.913,0.283174,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MC-ICP-MS; MS,,,44.2,40.3,75.6,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MELANTP-097-022,"HOFMANN, 1986; ITO, 1987; JOCHUM, 1983",SPREADING_CENTER,MORB-Pacific,13.83,-104.183,-1425,-1490,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74,,,,,,,,,,,,,,15.7,,,,,,,,,,,,,,,,,,,,,,0.686,,0.325,0.115,0.51313,0.70256,18.336,15.495,37.837,,,,,,NHORIS3,0.001,MS; MS-ID; SS-ID; SSMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558,,,,,,,,,,,
AGU0022-001-001,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; RYAN, 1993; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.86,-104.18,-2660,-2660,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.95,1.85,15.2,,11.4,11.4,,10.39,,0.14,7.04,11.3,3.1,0.31,0.22,,,,,,,,7.29,1.12,2.6,41.1,,333,247,,38.6,62.5,170.8,117,18.6,,,,,3.861,178.827,38.482,146.915,8.371,,,,,,,,,,,0.04511,47.37,7.252,19.001,2.923,14.509,4.487,1.53,5.44794,0.99,6.367,1.358,4.02329,,3.754,0.556,3.375,0.5,,,,,,,,0.937,,0.543,0.169,0.513078,0.70261,18.487,15.513,38.007,0.283163,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; MC-ICP-MS; MS,,,62.5,38.6,170.8,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLY0102-094-003,"CASTILLO, 2000; GALE, 2013; LANGMUIR, 1999; LE ROUX, 2006; SALTERS, 2011",SPREADING_CENTER,MORB-Pacific,13.97,-104.195,-2690,-2690,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,49.5,1.56,15.4,,11.05,11.05,,10.18,,0.18,7.5,11.6,2.84,0.13,0.15,,0.19,,275,218,131,1216,6.65,0.74,,41.6,9825,297,270,,38.4,72.2,80.9,82.9,17.33,,,,,1.169,123.534,35.867,110.59,3.423,,,,,,,,,,,0.013,14.171,3.861,11.795,2,10.724,3.618,1.34,4.8081,0.906,5.87,1.301,3.80822,,3.56,0.537,2.802,0.225,,,,,,,,0.57,,0.197,0.068,0.51314,0.70256,18.295,15.468,37.774,0.283188,,,,,NHOCHEP,0.001,DCP; EMP; ICPMS; IMP; MC-ICP-MS; MS,,,72.2,38.4,80.9,,82.9,,,1216,,,,,,,,,,,,,,,,,,,,,,,1090,,,,613,,,9825,,,,
ALV2352-002,"HAHM, 2009; NIU, 1997; ZHANG, 2016",SEAMOUNT,MORB-Pacific,14.14,-104.303,-2570,-2610,BASALT,,,,GLASS,IGNEOUS:VOLCANIC:MAFIC,,50.56,1.43,15.9,,,,,8.34,,0.17,7.79,12.1,2.66,0.48,0.23,,,,,,,,5.4,0.75,,34.2,,226,263,,41.2,118,71.7,75.3,17,,,,,8.62,230,23.3,100,14.878,,,,,,,,,,,0.096,108.6,10.04,22.29,3.13,12.57,3.19,1.16,3.81,0.62,3.9,0.84,2.44,0.33,2.23,0.34,2.281,0.814,,,,,,,,0.8,,1.04,0.32,0.513061,0.702716,18.697,15.517,38.156,0.28311,,,8.33,,WASRAI2,0.001,EMP; ICPMS; MC-ICP-MS; Unknown,,,118,41.2,71.7,,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
