Unique_ID﻿,SampleID,Location,Reference(s),Plume,Geochemical affinity1,Lat,Lon,Age,Age_rounded,SiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,TiO2,P2O5,SO3,L.O.I,SUM(volatile free),Unnamed: 21,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Mo,Sn,Sb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Tl,Pb,Th,U,Unnamed: 62,143Nd/144Nd,2s_Nd,87Sr/86Sr,2s_Sr,206Pb/204Pb,2s_206Pb,207Pb/204Pb,2s_207Pb,208Pb/204Pb,2s_208Pb,176Hf/177Hf,2s_Hf,206Pb/204Pb_i,207Pb/204Pb_i,208Pb/204Pb_i,87Sr/86Sr_i,143Nd/144Nd_i,176Hf/177Hf_i,143Nd,Delta_DM
2172,s_VE144 [1409],Iceland,,Iceland,,63.44,-20.28,0,0,,,,,,,,,,,,,,,,,200,,,,,,,,,44,,,,,,,,,,,35.2,8.72,,,,,,,,,,,,,,,,,,0.51306,,,,,,,,,,,,,,,,,,0.51306,-1.052397713
2173,s_SN10 [1127],Iceland,,Iceland,,64.81,-15.633,0,0,,,,,,,,0.43,,0.21,,,,,,,278,,,,,,,,,19,,,,,,,,,,,17.3,4.1,,,,,,,,,,,,,,,,0.4,,0.513017,,,,,,,,,,,,,,,,,,0.513017,-1.890418114
2174,s_SN74 [1127],Iceland,,Iceland,,64.81,-15.633,0,0,,,,,,,,0.66,,0.24,,,,,,,259,,,,,,,,,21,,,,,,,,,,,18.3,4.3,,,,,,,,,,,,,,,,0.5,,0.513025,,,,,,,,,,,,,,,,,,0.513025,-1.734507341
2175,s_SN121 [1127],Iceland,,Iceland,,64.81,-15.633,0,0,,,,,,,,0.59,,0.22,,,,,,,261,,,,,,,,,24,,,,,,,,,,,18.6,4.9,,,,,,,,,,,,,,,,0.4,,0.513015,,,,,,,,,,,,,,,,,,0.513015,-1.929395807
2176,s_SN174 [1127],Iceland,,Iceland,,64.81,-15.633,0,0,,,,,,,,0.62,,0.23,,,,,,,310,,,,,,,,,20,,,,,,,,,,,17,4.7,,,,,,,,,,,,,,,,0.4,,0.512983,,,,,,,,,,,,,,,,,,0.512983,-2.553038896
2177,s_SN212 [1127],Iceland,,Iceland,,64.81,-15.633,0,0,,,,,,,,0.5,,0.26,,,,,,,273,,,,,,,,,24,,,,,,,,,,,19,4.9,,,,,,,,,,,,,,,,0.4,,0.513018,,,,,,,,,,,,,,,,,,0.513018,-1.870929267
2178,s_TH29 [6179] / s_TH-29 [1119],Iceland,,Iceland,,65.88,-16.833,0,0,,,,,,,,0.011,,0.024,,,,,,,,,,,,,,,,12,,,,,,,,,,,2.25,0.947,,,,,,,,,,,,,,,,0.009,,0.513152,,,,,,,,,,,,,,,,,,0.513152,0.740576168
2179,s_I1501 [12148],Iceland,,Iceland,,65.03,-13.596,12.7,10,,,,,,,,0.5,,0.47,,,,,,,,,,,,,,,,51.9,,,,,,,,,,,37.1,9.01,,,,,,,,,,,,,,,,0.72,,0.512979,,,,,,,,,,,,,,,,,,0.512967,-2.581969583
2180,s_I1502 [12148],Iceland,,Iceland,,65.03,-13.596,12.7,10,,,,,,,,0.83,,0.48,,,,,,,,,,,,,,,,53.1,,,,,,,,,,,38.4,9.23,,,,,,,,,,,,,,,,0.775,,0.512993,,,,,,,,,,,,,,,,,,0.512981,-2.309118011
2181,s_I1503 [12148],Iceland,,Iceland,,65.03,-13.599,12.7,10,,,,,,,,0.83,,0.33,,,,,,,,,,,,,,,,41.7,,,,,,,,,,,28.5,6.65,,,,,,,,,,,,,,,,0.78,,0.512996,,,,,,,,,,,,,,,,,,0.512984,-2.250649817
2182,s_I1504 [12148],Iceland,,Iceland,,65.03,-13.607,12.6,10,,,,,,,,0.49,,0.29,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,23.3,5.91,,,,,,,,,,,,,,,,0.357,,0.512993,,,,,,,,,,,,,,,,,,0.51298,-2.328607409
2183,s_I1607 [12148],Iceland,,Iceland,,65.15,-13.651,12.8,10,,,,,,,,0.58,,0.18,,,,,,,,,,,,,,,,25,,,,,,,,,,,15.8,3.99,,,,,,,,,,,,,,,,0.226,,0.51303,,,,,,,,,,,,,,,,,,0.513017,-1.607499682
2184,s_I1608 [12148],Iceland,,Iceland,,65.15,-13.65,12.8,10,,,,,,,,0.49,,0.46,,,,,,,,,,,,,,,,46.2,,,,,,,,,,,32.7,7.91,,,,,,,,,,,,,,,,0.543,,0.512996,,,,,,,,,,,,,,,,,,0.512984,-2.250649817
2185,s_I1605 [12148],Iceland,,Iceland,,65.16,-13.652,12.7,10,,,,,,,,0.43,,0.29,,,,,,,,,,,,,,,,33.3,,,,,,,,,,,22.3,5.61,,,,,,,,,,,,,,,,0.292,,0.51301,,,,,,,,,,,,,,,,,,0.512997,-1.997287643
2186,s_I1606 [12148],Iceland,,Iceland,,65.15,-13.652,12.7,10,,,,,,,,0.54,,0.24,,,,,,,,,,,,,,,,29.5,,,,,,,,,,,19.3,4.98,,,,,,,,,,,,,,,,0.269,,0.51303,,,,,,,,,,,,,,,,,,0.513017,-1.607499682
2187,s_I1603 [12148],Iceland,,Iceland,,65.16,-13.652,12.6,10,,,,,,,,0.72,,0.4,,,,,,,,,,,,,,,,45.9,,,,,,,,,,,31.6,7.56,,,,,,,,,,,,,,,,0.551,,0.51299,,,,,,,,,,,,,,,,,,0.512978,-2.367586205
2188,s_I1604 [12148],Iceland,,Iceland,,65.16,-13.651,12.6,10,,,,,,,,0.46,,0.27,,,,,,,,,,,,,,,,32.4,,,,,,,,,,,21.7,5.44,,,,,,,,,,,,,,,,0.313,,0.513045,,,,,,,,,,,,,,,,,,0.513033,-1.295669314
2189,s_I1601 [12148],Iceland,,Iceland,,65.16,-13.651,12.5,10,,,,,,,,0.5,,0.4,,,,,,,,,,,,,,,,45.2,,,,,,,,,,,30.1,7.56,,,,,,,,,,,,,,,,0.436,,0.513046,,,,,,,,,,,,,,,,,,0.513034,-1.276179916
2190,s_I1602 [12148],Iceland,,Iceland,,65.16,-13.651,12.5,10,,,,,,,,0.39,,0.2,,,,,,,,,,,,,,,,28,,,,,,,,,,,17.3,4.29,,,,,,,,,,,,,,,,0.264,,0.513036,,,,,,,,,,,,,,,,,,0.513024,-1.471073896
2191,s_I1505 [12148],Iceland,,Iceland,,65.02,-13.694,12.2,10,,,,,,,,0.5,,0.31,,,,,,,,,,,,,,,,37.6,,,,,,,,,,,24.2,6.01,,,,,,,,,,,,,,,,0.325,,0.513013,,,,,,,,,,,,,,,,,,0.513001,-1.91933005
2192,s_I1506 [12148],Iceland,,Iceland,,65.02,-13.71,11.9,10,,,,,,,,0.69,,0.27,,,,,,,,,,,,,,,,34.4,,,,,,,,,,,21.6,5.49,,,,,,,,,,,,,,,,0.319,,0.513007,,,,,,,,,,,,,,,,,,0.512995,-2.036266439
2193,s_I1507 [12148],Iceland,,Iceland,,65.02,-13.716,11.6,10,,,,,,,,0.35,,0.21,,,,,,,,,,,,,,,,28.2,,,,,,,,,,,16.7,4.42,,,,,,,,,,,,,,,,0.22,,0.513022,,,,,,,,,,,,,,,,,,0.51301,-1.743925468
2194,s_I1508 [12148],Iceland,,Iceland,,65.03,-13.728,11.3,10,,,,,,,,0.22,,0.25,,,,,,,,,,,,,,,,26.9,,,,,,,,,,,17.2,4.49,,,,,,,,,,,,,,,,0.186,,0.513028,,,,,,,,,,,,,,,,,,0.513016,-1.62698908
2195,s_I1509 [12148],Iceland,,Iceland,,65.03,-13.742,11,10,,,,,,,,0.47,,0.42,,,,,,,,,,,,,,,,50.3,,,,,,,,,,,33.4,8.4,,,,,,,,,,,,,,,,0.623,,0.513025,,,,,,,,,,,,,,,,,,0.513014,-1.665967876
2196,s_I1510 [12148],Iceland,,Iceland,,65.02,-13.765,10.7,10,,,,,,,,0.66,,0.44,,,,,,,,,,,,,,,,44,,,,,,,,,,,30.6,7.53,,,,,,,,,,,,,,,,0.478,,0.513014,,,,,,,,,,,,,,,,,,0.513004,-1.860861856
2197,s_IB1608 [12148],Iceland,,Iceland,,65.14,-13.773,12.4,10,,,,,,,,0.21,,0.29,,,,,,,,,,,,,,,,33,,,,,,,,,,,20.8,5.49,,,,,,,,,,,,,,,,0.272,,0.513032,,,,,,,,,,,,,,,,,,0.513019,-1.568520886
2198,s_IB1609 [12148],Iceland,,Iceland,,65.14,-13.775,12.4,10,,,,,,,,0.53,,0.22,,,,,,,,,,,,,,,,26.4,,,,,,,,,,,16.8,4.32,,,,,,,,,,,,,,,,0.247,,0.513059,,,,,,,,,,,,,,,,,,0.513046,-1.04230714
2199,s_IB1610 [12148],Iceland,,Iceland,,65.14,-13.775,12.4,10,,,,,,,,0.43,,0.23,,,,,,,,,,,,,,,,25.6,,,,,,,,,,,18,4.6,,,,,,,,,,,,,,,,0.241,,0.513034,,,,,,,,,,,,,,,,,,0.513021,-1.52954209
2200,s_IB1606 [12148],Iceland,,Iceland,,65.14,-13.766,12.3,10,,,,,,,,0.29,,0.23,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,18.9,5.12,,,,,,,,,,,,,,,,0.253,,0.513033,,,,,,,,,,,,,,,,,,0.51302,-1.549031488
2201,s_IB1607 [12148],Iceland,,Iceland,,65.14,-13.768,12.3,10,,,,,,,,0.51,,0.23,,,,,,,,,,,,,,,,32.3,,,,,,,,,,,19.7,5.2,,,,,,,,,,,,,,,,0.276,,0.51301,,,,,,,,,,,,,,,,,,0.512997,-1.997287643
2202,s_IB1601 [12148],Iceland,,Iceland,,65.13,-13.945,11.2,10,,,,,,,,0.35,,0.28,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,20.4,5.25,,,,,,,,,,,,,,,,0.27,,0.513021,,,,,,,,,,,,,,,,,,0.51301,-1.743925468
2203,s_IB1602 [12148],Iceland,,Iceland,,65.13,-13.945,11.2,10,,,,,,,,0.69,,0.51,,,,,,,,,,,,,,,,44.4,,,,,,,,,,,32.6,8.13,,,,,,,,,,,,,,,,0.521,,0.513022,,,,,,,,,,,,,,,,,,0.513011,-1.72443607
2204,s_IB1603 [12148],Iceland,,Iceland,,65.13,-13.945,11.2,10,,,,,,,,0.61,,0.46,,,,,,,,,,,,,,,,42.4,,,,,,,,,,,29.9,7.49,,,,,,,,,,,,,,,,0.453,,0.513018,,,,,,,,,,,,,,,,,,0.513007,-1.802393662
2205,s_IB1604 [12148],Iceland,,Iceland,,65.13,-13.945,11.2,10,,,,,,,,0.6,,0.47,,,,,,,,,,,,,,,,45.2,,,,,,,,,,,31,7.81,,,,,,,,,,,,,,,,0.537,,0.513015,,,,,,,,,,,,,,,,,,0.513004,-1.860861856
2206,s_IB1605 [12148],Iceland,,Iceland,,65.13,-13.946,11.2,10,,,,,,,,0.86,,0.73,,,,,,,,,,,,,,,,59,,,,,,,,,,,43.7,10.6,,,,,,,,,,,,,,,,0.775,,0.513022,,,,,,,,,,,,,,,,,,0.513011,-1.72443607
2207,s_IB2201 [12148],Iceland,,Iceland,,65.19,-14.033,11.2,10,,,,,,,,0.79,,0.58,,,,,,,,,,,,,,,,55.6,,,,,,,,,,,37.8,9.06,,,,,,,,,,,,,,,,0.632,,0.513004,,,,,,,,,,,,,,,,,,0.512993,-2.075245235
2208,s_I2201 [12148],Iceland,,Iceland,,65.18,-14.063,11,10,,,,,,,,0.76,,0.44,,,,,,,,,,,,,,,,46.7,,,,,,,,,,,34,8.1,,,,,,,,,,,,,,,,0.624,,0.513005,,,,,,,,,,,,,,,,,,0.512995,-2.036266439
2209,s_I2202 [12148],Iceland,,Iceland,,65.18,-14.081,11,10,,,,,,,,1.11,,0.44,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,37.4,9.57,,,,,,,,,,,,,,,,0.709,,0.513055,,,,,,,,,,,,,,,,,,0.513044,-1.081285936
2210,s_I2203 [12148],Iceland,,Iceland,,65.18,-14.09,10.9,10,,,,,,,,0.77,,0.43,,,,,,,,,,,,,,,,50.3,,,,,,,,,,,33.4,8.86,,,,,,,,,,,,,,,,0.557,,0.51306,,,,,,,,,,,,,,,,,,0.513049,-0.983838946
2211,s_IB2202 [12148],Iceland,,Iceland,,65.18,-14.094,10.8,10,,,,,,,,0.36,,0.38,,,,,,,,,,,,,,,,44.9,,,,,,,,,,,30.1,7.55,,,,,,,,,,,,,,,,0.405,,0.513013,,,,,,,,,,,,,,,,,,0.513002,-1.899840652
2212,s_I2204 [12148],Iceland,,Iceland,,65.17,-14.097,10.7,10,,,,,,,,1.51,,1.02,,,,,,,,,,,,,,,,91.5,,,,,,,,,,,68.8,16.2,,,,,,,,,,,,,,,,1.33,,0.512992,,,,,,,,,,,,,,,,,,0.512982,-2.289628613
2213,s_I2205 [12148],Iceland,,Iceland,,65.18,-14.105,10.6,10,,,,,,,,0.49,,0.38,,,,,,,,,,,,,,,,40.5,,,,,,,,,,,26.4,6.69,,,,,,,,,,,,,,,,0.359,,0.513017,,,,,,,,,,,,,,,,,,0.513006,-1.82188306
2214,s_IB2203 [12148],Iceland,,Iceland,,65.17,-14.114,10.5,10,,,,,,,,0.39,,0.33,,,,,,,,,,,,,,,,41,,,,,,,,,,,24.9,6.52,,,,,,,,,,,,,,,,0.397,,0.513016,,,,,,,,,,,,,,,,,,0.513005,-1.841372458
2215,s_I2206 [12148],Iceland,,Iceland,,65.17,-14.124,10.4,10,,,,,,,,0.46,,0.34,,,,,,,,,,,,,,,,45,,,,,,,,,,,26.4,6.96,,,,,,,,,,,,,,,,0.406,,0.51305,,,,,,,,,,,,,,,,,,0.513039,-1.178732926
2216,s_I2207 [12148],Iceland,,Iceland,,65.16,-14.138,10.3,10,,,,,,,,0.22,,0.3,,,,,,,,,,,,,,,,43,,,,,,,,,,,24.6,6.58,,,,,,,,,,,,,,,,0.303,,0.513032,,,,,,,,,,,,,,,,,,0.513021,-1.52954209
2217,s_I2208 [12148],Iceland,,Iceland,,65.16,-14.149,10.2,10,,,,,,,,0.26,,0.25,,,,,,,,,,,,,,,,33.6,,,,,,,,,,,20.1,5.29,,,,,,,,,,,,,,,,0.324,,0.513009,,,,,,,,,,,,,,,,,,0.512998,-1.977798245
2218,s_IB2204 [12148],Iceland,,Iceland,,65.16,-14.167,10.1,10,,,,,,,,0.8,,0.4,,,,,,,,,,,,,,,,52.2,,,,,,,,,,,32.4,8.18,,,,,,,,,,,,,,,,0.668,,0.513016,,,,,,,,,,,,,,,,,,0.513006,-1.82188306
2219,s_I2209 [12148],Iceland,,Iceland,,65.16,-14.184,10,10,,,,,,,,0.9,,1.38,,,,,,,,,,,,,,,,78.6,,,,,,,,,,,64.8,14.9,,,,,,,,,,,,,,,,0.647,,0.513011,,,,,,,,,,,,,,,,,,0.513002,-1.899840652
2220,s_IB2205 [12148],Iceland,,Iceland,,65.16,-14.233,9.8,10,,,,,,,,0.18,,0.24,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,19.4,5.38,,,,,,,,,,,,,,,,0.216,,0.513033,,,,,,,,,,,,,,,,,,0.513022,-1.510052692
2221,s_I2210 [12148],Iceland,,Iceland,,65.16,-14.257,9.8,10,,,,,,,,0.25,,0.23,,,,,,,,,,,,,,,,34.9,,,,,,,,,,,19.1,5.08,,,,,,,,,,,,,,,,0.295,,0.513008,,,,,,,,,,,,,,,,,,0.512998,-1.977798245
2222,s_IB2206 [12148],Iceland,,Iceland,,65.17,-14.327,9.6,10,,,,,,,,0.24,,0.2,,,,,,,,,,,,,,,,31.4,,,,,,,,,,,16.4,4.52,,,,,,,,,,,,,,,,0.202,,0.513035,,,,,,,,,,,,,,,,,,0.513025,-1.451584498
2223,s_I1401 [12148],Iceland,,Iceland,,64.65,-14.282,9.1,10,,,,,,,,0.31,,0.18,,,,,,,,,,,,,,,,23,,,,,,,,,,,15.5,4.01,,,,,,,,,,,,,,,,0.239,,0.513031,,,,,,,,,,,,,,,,,,0.513022,-1.510052692
2224,s_I1402 [12148],Iceland,,Iceland,,64.66,-14.305,9.1,10,,,,,,,,0.53,,0.38,,,,,,,,,,,,,,,,46.6,,,,,,,,,,,29.3,7.48,,,,,,,,,,,,,,,,0.515,,0.513046,,,,,,,,,,,,,,,,,,0.513037,-1.217711722
2225,s_IB1401 [12148],Iceland,,Iceland,,64.65,-14.345,9.1,10,,,,,,,,0.49,,0.4,,,,,,,,,,,,,,,,53.8,,,,,,,,,,,32.4,8.58,,,,,,,,,,,,,,,,0.541,,0.512992,,,,,,,,,,,,,,,,,,0.512982,-2.289628613
2226,s_I1301 [12148],Iceland,,Iceland,,64.6,-14.415,9,10,,,,,,,,0.31,,0.21,,,,,,,,,,,,,,,,28.3,,,,,,,,,,,16.9,4.5,,,,,,,,,,,,,,,,0.239,,0.513023,,,,,,,,,,,,,,,,,,0.513014,-1.665967876
2227,s_I1302 [12148],Iceland,,Iceland,,64.6,-14.415,9,10,,,,,,,,0.34,,0.22,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,17.6,4.55,,,,,,,,,,,,,,,,0.246,,0.513011,,,,,,,,,,,,,,,,,,0.513002,-1.899840652
2228,s_I1303 [12148],Iceland,,Iceland,,64.61,-14.42,9,10,,,,,,,,0.24,,0.31,,,,,,,,,,,,,,,,42.4,,,,,,,,,,,25.4,6.54,,,,,,,,,,,,,,,,0.441,,0.513051,,,,,,,,,,,,,,,,,,0.513042,-1.120264732
2229,s_I1403 [12148],Iceland,,Iceland,,64.66,-14.383,9,10,,,,,,,,0.29,,0.33,,,,,,,,,,,,,,,,43.2,,,,,,,,,,,26.8,6.78,,,,,,,,,,,,,,,,0.43,,0.513035,,,,,,,,,,,,,,,,,,0.513026,-1.4320951
2230,s_I1304 [12148],Iceland,,Iceland,,64.62,-14.459,8.7,10,,,,,,,,0.36,,0.21,,,,,,,,,,,,,,,,29.6,,,,,,,,,,,18.2,4.66,,,,,,,,,,,,,,,,0.283,,0.51303,,,,,,,,,,,,,,,,,,0.513021,-1.52954209
2231,s_I1404 [12148],Iceland,,Iceland,,64.65,-14.432,8.7,10,,,,,,,,0.36,,0.21,,,,,,,,,,,,,,,,26.3,,,,,,,,,,,18.1,4.63,,,,,,,,,,,,,,,,0.294,,0.513013,,,,,,,,,,,,,,,,,,0.513004,-1.860861856
2232,s_I1405 [12148],Iceland,,Iceland,,64.65,-14.433,8.7,10,,,,,,,,0.38,,0.25,,,,,,,,,,,,,,,,38,,,,,,,,,,,22.9,6.05,,,,,,,,,,,,,,,,0.356,,0.513045,,,,,,,,,,,,,,,,,,0.513036,-1.23720112
2233,s_I1305 [12148],Iceland,,Iceland,,64.63,-14.476,8.4,10,,,,,,,,0.47,,0.43,,,,,,,,,,,,,,,,51.2,,,,,,,,,,,31.3,8.07,,,,,,,,,,,,,,,,0.499,,0.513016,,,,,,,,,,,,,,,,,,0.513007,-1.802393662
2234,s_I1406 [12148],Iceland,,Iceland,,64.65,-14.456,8.4,10,,,,,,,,0.44,,0.24,,,,,,,,,,,,,,,,31.2,,,,,,,,,,,19.1,5.01,,,,,,,,,,,,,,,,0.256,,0.513032,,,,,,,,,,,,,,,,,,0.513023,-1.490563294
2235,s_I1306 [12148],Iceland,,Iceland,,64.64,-14.491,8.3,10,,,,,,,,0.31,,0.24,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,20.5,5.46,,,,,,,,,,,,,,,,0.343,,0.513004,,,,,,,,,,,,,,,,,,0.512995,-2.036266439
2236,s_I1307 [12148],Iceland,,Iceland,,64.64,-14.509,8.2,10,,,,,,,,0.37,,0.24,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,20.4,5.39,,,,,,,,,,,,,,,,0.304,,0.51301,,,,,,,,,,,,,,,,,,0.513001,-1.91933005
2237,s_I1308 [12148],Iceland,,Iceland,,64.66,-14.568,8.1,10,,,,,,,,0.74,,0.29,,,,,,,,,,,,,,,,30.3,,,,,,,,,,,23.3,5.8,,,,,,,,,,,,,,,,0.416,,0.512991,,,,,,,,,,,,,,,,,,0.512983,-2.270139215
2238,s_I1309 [12148],Iceland,,Iceland,,64.67,-14.594,8.1,10,,,,,,,,0.86,,0.36,,,,,,,,,,,,,,,,51.5,,,,,,,,,,,34.7,8.36,,,,,,,,,,,,,,,,0.89,,0.513003,,,,,,,,,,,,,,,,,,0.512995,-2.036266439
2239,s_I1310 [12148],Iceland,,Iceland,,64.68,-14.609,8,10,,,,,,,,0.59,,0.27,,,,,,,,,,,,,,,,34.8,,,,,,,,,,,21.5,5.56,,,,,,,,,,,,,,,,0.331,,0.513011,,,,,,,,,,,,,,,,,,0.513003,-1.880351254
2240,s_I1311 [12148],Iceland,,Iceland,,64.68,-14.621,8,10,,,,,,,,0.49,,0.43,,,,,,,,,,,,,,,,52.7,,,,,,,,,,,33.4,8.48,,,,,,,,,,,,,,,,0.583,,0.513029,,,,,,,,,,,,,,,,,,0.513021,-1.52954209
2241,s_I1312 [12148],Iceland,,Iceland,,64.69,-14.639,7.8,10,,,,,,,,0.43,,0.35,,,,,,,,,,,,,,,,46.5,,,,,,,,,,,28.4,7.27,,,,,,,,,,,,,,,,0.54,,0.513002,,,,,,,,,,,,,,,,,,0.512994,-2.055755837
2242,s_I1313 [12148],Iceland,,Iceland,,64.69,-14.654,7.6,10,,,,,,,,0.23,,0.26,,,,,,,,,,,,,,,,33.6,,,,,,,,,,,19.2,5.05,,,,,,,,,,,,,,,,0.282,,0.513053,,,,,,,,,,,,,,,,,,0.513045,-1.061796538
2243,s_I1314 [12148],Iceland,,Iceland,,64.69,-14.669,7.5,10,,,,,,,,0.52,,0.32,,,,,,,,,,,,,,,,45.2,,,,,,,,,,,27.2,7.07,,,,,,,,,,,,,,,,0.475,,0.513008,,,,,,,,,,,,,,,,,,0.513,-1.938819449
2244,s_I1315 [12148],Iceland,,Iceland,,64.69,-14.686,7.4,10,,,,,,,,0.71,,0.51,,,,,,,,,,,,,,,,57.6,,,,,,,,,,,37.2,9.63,,,,,,,,,,,,,,,,0.676,,0.513007,,,,,,,,,,,,,,,,,,0.512999,-1.958308847
2245,s_I1407 [12148],Iceland,,Iceland,,64.61,-14.724,8,10,,,,,,,,1.2,,1.27,,,,,,,,,,,,,,,,80.5,,,,,,,,,,,62,15.2,,,,,,,,,,,,,,,,1.11,,0.513016,,,,,,,,,,,,,,,,,,0.513008,-1.782904264
2246,s_IB1402 [12148],Iceland,,Iceland,,64.61,-14.739,7.8,10,,,,,,,,0.51,,0.41,,,,,,,,,,,,,,,,45.2,,,,,,,,,,,29.2,7.52,,,,,,,,,,,,,,,,0.529,,0.513012,,,,,,,,,,,,,,,,,,0.513004,-1.860861856
2247,s_I1408 [12148],Iceland,,Iceland,,64.61,-14.751,7.6,10,,,,,,,,0.4,,0.33,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,28.6,7.37,,,,,,,,,,,,,,,,0.563,,0.513034,,,,,,,,,,,,,,,,,,0.513026,-1.4320951
2248,s_IB1403 [12148],Iceland,,Iceland,,64.61,-14.767,7.4,10,,,,,,,,0.52,,0.46,,,,,,,,,,,,,,,,45.9,,,,,,,,,,,29.9,7.82,,,,,,,,,,,,,,,,0.438,,0.513015,,,,,,,,,,,,,,,,,,0.513007,-1.802393662
2249,s_I1409 [12148],Iceland,,Iceland,,64.62,-14.777,7.2,10,,,,,,,,0.35,,0.43,,,,,,,,,,,,,,,,48.1,,,,,,,,,,,31.4,8.07,,,,,,,,,,,,,,,,0.55,,0.513015,,,,,,,,,,,,,,,,,,0.513008,-1.782904264
2250,s_I1410 [12148],Iceland,,Iceland,,64.62,-14.799,7,10,,,,,,,,0.34,,0.28,,,,,,,,,,,,,,,,37.7,,,,,,,,,,,22.8,5.89,,,,,,,,,,,,,,,,0.374,,0.513021,,,,,,,,,,,,,,,,,,0.513014,-1.665967876
2251,s_IB1404 [12148],Iceland,,Iceland,,64.62,-14.816,7,10,,,,,,,,0.2,,0.21,,,,,,,,,,,,,,,,30.4,,,,,,,,,,,17.5,4.61,,,,,,,,,,,,,,,,0.297,,0.513032,,,,,,,,,,,,,,,,,,0.513025,-1.451584498
2252,s_I1411 [12148],Iceland,,Iceland,,64.63,-14.827,6.9,10,,,,,,,,0.51,,0.32,,,,,,,,,,,,,,,,39,,,,,,,,,,,24.5,6.37,,,,,,,,,,,,,,,,0.384,,0.513017,,,,,,,,,,,,,,,,,,0.51301,-1.743925468
2253,s_IB1405 [12148],Iceland,,Iceland,,64.62,-14.837,6.8,10,,,,,,,,0.85,,0.62,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,38.5,9.47,,,,,,,,,,,,,,,,0.692,,0.512989,,,,,,,,,,,,,,,,,,0.512982,-2.289628613
2254,s_IB1406 [12148],Iceland,,Iceland,,64.62,-14.84,6.8,10,,,,,,,,0.28,,0.3,,,,,,,,,,,,,,,,33.2,,,,,,,,,,,21.7,5.28,,,,,,,,,,,,,,,,0.378,,0.513008,,,,,,,,,,,,,,,,,,0.513001,-1.91933005
2255,s_I1412 [12148],Iceland,,Iceland,,64.62,-14.851,6.8,10,,,,,,,,1.03,,0.47,,,,,,,,,,,,,,,,53.1,,,,,,,,,,,36,8.72,,,,,,,,,,,,,,,,0.824,,0.513013,,,,,,,,,,,,,,,,,,0.513006,-1.82188306
2256,s_I1413 [12148],Iceland,,Iceland,,64.62,-14.861,6.7,10,,,,,,,,0.34,,0.36,,,,,,,,,,,,,,,,47.9,,,,,,,,,,,29.3,7.54,,,,,,,,,,,,,,,,0.478,,0.51301,,,,,,,,,,,,,,,,,,0.513003,-1.880351254
2257,s_I1414 [12148],Iceland,,Iceland,,64.63,-14.875,6.7,10,,,,,,,,1.01,,0.67,,,,,,,,,,,,,,,,55.4,,,,,,,,,,,39.2,9.53,,,,,,,,,,,,,,,,0.824,,0.513003,,,,,,,,,,,,,,,,,,0.512997,-1.997287643
2258,s_I1415 [12148],Iceland,,Iceland,,64.63,-14.891,6.6,10,,,,,,,,0.17,,0.14,,,,,,,,,,,,,,,,19.5,,,,,,,,,,,10.6,2.89,,,,,,,,,,,,,,,,0.123,,0.51302,,,,,,,,,,,,,,,,,,0.513013,-1.685457274
2259,s_I1416 [12148],Iceland,,Iceland,,64.63,-14.908,6.6,10,,,,,,,,1.61,,1.21,,,,,,,,,,,,,,,,89.1,,,,,,,,,,,78,17.5,,,,,,,,,,,,,,,,1.36,,0.513012,,,,,,,,,,,,,,,,,,0.513006,-1.82188306
2260,s_I1417 [12148],Iceland,,Iceland,,64.63,-14.918,6.5,10,,,,,,,,0.45,,0.4,,,,,,,,,,,,,,,,51.7,,,,,,,,,,,30.5,7.84,,,,,,,,,,,,,,,,0.44,,0.513017,,,,,,,,,,,,,,,,,,0.51301,-1.743925468
2261,s_I1418 [12148],Iceland,,Iceland,,64.64,-14.928,6.5,10,,,,,,,,0.3,,0.2,,,,,,,,,,,,,,,,28.6,,,,,,,,,,,15.9,4.27,,,,,,,,,,,,,,,,0.219,,0.513006,,,,,,,,,,,,,,,,,,0.512999,-1.958308847
2262,s_I2118 [12148],Iceland,,Iceland,,65.18,-14.65,6.7,10,,,,,,,,0.5,,0.34,,,,,,,,,,,,,,,,43.1,,,,,,,,,,,26,6.81,,,,,,,,,,,,,,,,0.404,,0.513035,,,,,,,,,,,,,,,,,,0.513028,-1.393116304
2263,s_I2117 [12148],Iceland,,Iceland,,65.14,-14.749,6.6,10,,,,,,,,0.19,,0.23,,,,,,,,,,,,,,,,29.8,,,,,,,,,,,18.1,4.76,,,,,,,,,,,,,,,,0.242,,0.513034,,,,,,,,,,,,,,,,,,0.513027,-1.412605702
